股票代码,股票简称,最新公告日期,每股收益(元),营业总收入(元),净利润(元),净资产收益率(%),同比增长(%),同比增长(%),每股净资产(元),每股经营现金流量(元),销售毛利率(%),季度环比增长(%),季度环比增长(%),利润分配,所处行业
834462,欧佩股份,2024-04-19 00:00:00,0.31,400159605.96,12900474.43,16.26,23.0386181851,27.37,1.899841373095,0.935104214048,29.3916536298,None,None,"10派3.428元(含税,扣税后3.0852元)",None
834465,国科股份,2024-04-11 00:00:00,-0.1756,37005715.66,-6849334.98,-14.98,-37.8254411294,-256.7,1.084832400513,-0.147166676154,61.9774531338,None,None,不分配不转增,None
834466,赛融信,2024-04-22 00:00:00,-0.1,0,-2077897.92,-175.96,None,-61.17,0.007095512,-0.088477088,None,None,None,None,None
834468,绿凯环境,2024-03-28 00:00:00,0.06,72952211.9,3996906.07,5.04,137.0022404645,139.42,1.282905254735,0.361610463068,28.6595902242,None,None,"10派0.50元(含税,扣税后0.45元)",None
834469,东管电力,2024-04-29 00:00:00,-0.05,218234073.56,-7679677.5,-1.62,9.0986278157,14.51,3.290822125004,0.128813912576,16.4634012251,None,None,不分配不转增,None
834470,羲和网络,2024-04-18 00:00:00,0.12,40902572.5,5843267.87,21.47,38.0672926731,142.22,0.594149444487,0.178666009932,46.6280411825,None,None,不分配不转增,None
834473,傲冠股份,2024-04-25 00:00:00,0.23,226303724.38,4820422.92,6.59,41.0575457608,172.63,3.5733290449,0.81713792841,21.9159900686,None,None,不分配不转增,None
834475,三友科技,2024-04-26 00:00:00,0.34,399318410.2,34490242.91,9.88,15.5216919482,-27.57,3.518401060897,0.305500934149,21.3577268569,-2.0735,-98.8072,10派1.20元(含税),专用设备
834476,无限自在,2024-04-25 00:00:00,0.25,261463784.27,20211629.71,10.41,20.4311635291,3.47,2.522619799958,-0.377949742211,18.0798071488,None,None,10派1.20元(含税),None
834477,华艺股份,2024-04-16 00:00:00,0.15,38839955.06,2959920.7,11.38,-8.2775496259,-25.98,1.300080907179,-0.041769244615,18.0069486157,None,None,不分配不转增,None
834482,海格尔,2024-04-24 00:00:00,-0.1,24272239.56,-2929306.59,-13.23,0.4790051675,60.03,0.676173115762,-0.113499242642,55.3254579035,None,None,不分配不转增,None
834483,元和药业,2024-03-29 00:00:00,-0.04,33042890.22,-2744864.34,-2.26,-39.597364378,-132.27,1.877186425968,-0.162666112581,54.9261947099,None,None,不分配不转增,None
834486,德佑电气,2024-04-19 00:00:00,0.004,109259362.58,240580.24,0.44,12.6457365554,-797.36,1.002793901273,-0.313917895091,21.4508600239,None,None,不分配不转增,None
834487,榆农科技,2024-04-24 00:00:00,0.78,1797811.37,4338168.63,55.55,-7.6151975009,376.1826425282,1.790792251234,0.028197378197,59.6813023827,None,None,不分配不转增,None
834489,安瑞升,2024-04-22 00:00:00,1.19,584933306.96,120023269.72,18.4,-12.9633461349,-41.58,6.927286348397,0.570251695806,18.5397128971,13.6558,-35.7214,10派3.96元(含税),None
834492,ST凯莱特,2024-04-30 00:00:00,-0.21,2011471.7,-2082486.87,None,-28.8335258411,50.23,-0.455061354,-0.103086591,3.8571902354,None,None,不分配不转增,None
834495,华欧股份,2024-04-26 00:00:00,0.01,95031974.31,604941,0.67,18.5081338139,-73.99,1.817460436369,0.001457383035,15.0381847413,None,None,不分配不转增,None
834497,美茵科技,2024-04-01 00:00:00,-0.16,25184414.43,-868416.66,-5.87,-29.5128612602,-138.81,2.087864239286,3.375488926786,21.2380926897,None,None,不分配不转增,None
834498,易简集团,2024-04-30 00:00:00,-0.06,30282755.67,-4133446.5,-4.35,-29.2859703522,44.98,1.426522708363,0.067522545899,53.428670945,None,None,不分配不转增,None
834500,猫诚股份,2024-04-18 00:00:00,-0.35,324966260.61,-9832876.76,-42.86,-30.4874999789,0.57,0.648822335493,0.8659672491,19.478084519,None,None,不分配不转增,None
834503,西盈科技,2024-04-26 00:00:00,0.88,228791300.98,39820742.31,27.42,0.213227411,-7.47,3.390099500884,0.841496031609,28.164525541,None,None,"10派2.00元(含税,扣税后1.80元)",None
834504,通铁股份,2024-04-25 00:00:00,0.12,53306138.85,3698507.35,8.01,28.8056917831,2.87,1.530113555667,-0.607299807333,24.4225379869,None,None,不分配不转增,None
834510,宇鑫货币,2024-04-23 00:00:00,0.22,507769825.76,13441261.29,22.05,1730.449936818,262.84,1.105224364788,0.16760311388,7.4256656259,None,None,不分配不转增,None
834515,蓝卡科技,2024-04-10 00:00:00,-0.21,75318218.05,-4393345.48,-7.3,-11.4013380779,-1183.5,2.687624165238,0.39634142381,32.4522532965,None,None,"10派0.952元(含税,扣税后0.8568元)",None
834517,瓜尔润,2024-04-25 00:00:00,-0.2891,120449434.48,-17001810.07,-17.82,-17.1295430979,-144.7109135664,1.477673731352,0.054505852829,8.9184215321,None,None,不分配不转增,None
834518,晨日科技,2024-04-22 00:00:00,0.14,115771603.3,3413850.16,5.57,7.4771782769,-68.34,2.577396006,0.3160043716,19.0095359334,None,None,10派4.00元(含税),None
834519,华能环保,2024-04-17 00:00:00,0.78,114122779.55,15625474.05,12.91,-19.3497739821,6.73,6.3264821865,0.9035467675,38.4556069464,None,None,10派1.50元(含税),None
834528,红酒世界,2024-04-26 00:00:00,-0.8137,132113007.57,-75128969.76,-50.8,20.9479039454,-37.81,1.195162493204,0.504969744101,12.418861308,None,None,不分配不转增,None
834530,鑫鑫龙鑫,2024-04-25 00:00:00,0.05,45286142.9,1875703.47,5.01,77.622279732,175.6,1.120752715746,0.014796619632,29.3959410705,None,None,不分配不转增,None
834534,曼恒数字,2024-04-30 00:00:00,0.69,238751585.53,36601876.74,10.43,74.805952011,296.01,6.948334915194,0.346672319045,48.4262936907,None,None,10派1.80元(含税),None
834536,金诺佳音,2024-04-25 00:00:00,-0.2,10025195.91,-10747059.25,-21.78,-16.4832814072,-141.46,0.831360788847,-0.060001788658,42.077929727,None,None,不分配不转增,None
834540,众禄基金,2024-04-16 00:00:00,0.02,35234810.7,2123539.34,35.67,66.4086313057,129.5662491341,0.079689175834,0.072355020502,70.9168780634,None,None,不分配不转增,None
834542,高义泰,2024-04-18 00:00:00,-0.18,36673022.89,-5443665.98,None,-27.9763917196,44.7711791951,0.276559076641,0.064823456488,48.2220571591,None,None,不分配不转增,None
834543,蔚蓝航空,2024-04-18 00:00:00,0.31,162413978.05,20326293.21,9.51,-1.3879456659,6.58,3.359211234118,0.550018540588,30.431003263,None,None,10派1.00元(含税),None
834546,鸿冠信息,2024-04-23 00:00:00,0.28,160872303.65,7388930.87,9.38,12.4243051012,0.97,2.845411248903,0.756779885934,32.0453418272,None,None,不分配不转增,None
834548,天视文化,2024-04-25 00:00:00,0.16,141487124.89,16986613.03,13.79,289.2457462391,193.29,1.27353823369,-0.24592019084,24.6737605681,None,None,不分配不转增,None
834549,天工股份,2024-02-19 00:00:00,0.289,1035109597.38,169754909.91,22.19,170.05044392,142.57,1.449336611524,0.006559077227,25.5225059809,46.9286,-16.7828,不分配不转增,None
834552,斯巴克瑞,2024-04-29 00:00:00,2.37,243547892.93,59280940.34,52.62,31.9331733672,76.4,4.5877860068,3.0417471164,38.9389259332,None,None,不分配不转增,None
834557,雨田润,2024-04-19 00:00:00,0.0082,21891638.68,230785.68,0.69,-3.985161303,-165.27,1.190626487832,0.174126407152,35.5014648451,None,None,不分配不转增,None
834558,口岸旅游,2024-04-30 00:00:00,0.8314,202194988.68,82119618.04,18.78,270.9478903182,368.62,4.842946270835,1.477479476553,61.4633110253,None,None,不分配不转增,None
834559,河马股份,2024-04-26 00:00:00,-0.14,14762003.67,-8958133.4,-164.74,45.3786526008,-124.57,0.006616976,0.045710043538,6.6454872383,None,None,不分配不转增,None
834561,磊鑫股份,2024-04-18 00:00:00,-0.02,36201051.13,-842542.95,-1.53,-42.6579028154,-172.4735916469,1.30947063385,-0.023177435266,21.1844691262,None,None,不分配不转增,None
834562,陆海环保,2024-02-21 00:00:00,-0.13,68211209.1,-9422192.77,-21.76,8.1346071919,48.88,0.548389853326,0.035991343377,4.934924266,None,None,不分配不转增,None
834565,特美股份,2024-03-26 00:00:00,1.6,321052934.72,85895445.5,49.88,12.961696763,66.63,3.948986569963,1.883131297948,33.9427218739,8.9435,-37.2765,不分配不转增,None
834567,ST科云投,2024-04-26 00:00:00,-0.77,20947019.48,-58909726.81,None,-57.7492947487,345.18,-0.671565525984,-0.122099266667,-19.7457743998,None,None,不分配不转增,None
834568,国鸿科技,2024-04-29 00:00:00,-0.39,81298390.1,-23898123.18,-21.6,-44.3031109611,412.19,1.610942176382,-0.067373197394,7.8255007537,None,None,不分配不转增,None
834572,恒缘新材,2024-04-25 00:00:00,0.18,171697848.99,15591215.98,7.49,-2.2751134017,-21.8,2.444932288258,0.150396782859,44.4317968447,None,None,10派0.70元(含税),None
834577,祈艾特,2024-03-08 00:00:00,0.25,41613196.53,2996714.46,15.46,15.4477824048,0.61,1.33997776,0.988049139167,16.2868229916,None,None,不分配不转增,None
834578,锐正股份,2024-04-19 00:00:00,0.33,14585694.14,3336118.23,68.08,25.7670760653,127.75,0.656850173,0.313476407,64.3176905395,None,None,不分配不转增,None
834579,残友软件,2024-04-18 00:00:00,0.01,6454822.7,78550.15,0.98,-13.8877299285,-87.16,1.165507223188,-0.083087030435,18.8436794709,None,None,不分配不转增,None
834584,蒙德电气,2024-04-25 00:00:00,0.14,198938828.59,8025900.43,1.77,-1.399328715,-67.61,7.513551378667,0.552478157,32.1035069336,None,None,10派2.80元(含税),None
834587,鼎端装备,2024-04-30 00:00:00,-0.09,315319.27,-3287232.77,230.55,None,54.39,0.009080803571,0.001379152473,None,None,None,不分配不转增,None
834588,星光电影,2024-04-24 00:00:00,-0.1,29945851.83,-7291016.75,-31.5,127.2419518013,16.76,0.264018286739,-0.095578457456,2.2080012743,None,None,不分配不转增,None
834590,仓谷数字,2024-04-18 00:00:00,-0.17,678045.79,-2010429.52,-23.74,-90.2868391632,-48.5,0.648311894783,-0.201703716522,54.2429501701,None,None,不分配不转增,None
834593,开维信息,2024-04-18 00:00:00,-0.04,40374154.17,-2176210.28,-3.66,-29.3572904354,-185.29,1.123543599037,0.18692500289,54.6385585618,None,None,不分配不转增,None
834594,大隆汇,2024-04-25 00:00:00,-0.15,75884458.19,-8007909.01,-15.18,28.2291272019,-62.3,0.920274045021,-0.145765113193,6.5248012677,None,None,不分配不转增,None
834596,拜特科技,2024-04-25 00:00:00,0.046,114032899.93,2994236.44,3.83,-10.0049500462,-75.15,1.213005732599,-0.394886632404,63.8974336308,None,None,不分配不转增,None
834599,同力股份,2024-04-12 00:00:00,1.389,5860352436.76,614668576.31,27.82,12.6650832632,31.87,5.449532028197,0.612797614298,22.7439653576,41.0149,69.1116,"10派5.00元(含税,扣税后4.50元)",工程机械
834607,祥云股份,2024-04-30 00:00:00,0.58,8324230636.12,82498017.03,2.37,-4.8518457483,-86.18,24.756155296427,2.949013138528,8.8824343688,None,None,不分配不转增,None
834609,万兴股份,2024-04-18 00:00:00,0.12,65773275.7,5541113.79,8.52,3.1501710477,152.66,1.458498878495,0.197870737204,29.4647321632,None,None,不分配不转增,None
834616,京博物流,2024-04-29 00:00:00,0.08,1480160453,11904989.88,1.68,-2.6791236674,-87.99,4.330294778501,0.021290569733,15.2622926273,None,None,10派4.50元(含税),None
834621,润晶股份,2024-04-25 00:00:00,-0.03,77558033.71,-1597684.65,-1.32,5.8770634274,-145.31,2.153037668309,0.290401895275,20.8103218815,None,None,"10派1.00元(含税,扣税后0.90元)",None
834624,天涯泰盟,2024-03-28 00:00:00,-0.08,39998300.84,-653897.36,-5.58,-28.3131700639,-112.71,1.403698626932,-0.793078690967,18.5428722327,None,None,不分配不转增,None
834627,ST易法通,2024-04-17 00:00:00,-0.63,110174738.95,-10471686.14,None,-7.8697227342,-276.28,-0.539872380924,-0.192565405519,62.0551261492,None,None,不分配不转增,None
834630,新片场,2024-04-26 00:00:00,-1.26,257399523.45,-51752527.05,-34.72,-16.6578837248,-116.29,2.875702992084,-0.403945954058,21.7827675392,None,None,不分配不转增,None
834639,晨光电缆,2024-04-29 00:00:00,0.2,1905998095.46,39853491.97,4.81,2.2115532519,-30.65,4.115314130258,0.65636685754,13.3482880542,76.8945,-137.4977,10派1.00元(含税),电网设备
834643,代客思,2024-04-29 00:00:00,-0.04,3195.03,-1317059.96,None,-99.702593655,-75.33,0.074200123707,-0.099242716848,98.8187904339,None,None,不分配不转增,None
834644,楚誉科技,2024-04-23 00:00:00,0.06,33220000.67,2309140.36,11.51,30.1015014649,131.37,0.520182185749,-0.23961066987,50.8614064095,None,None,不分配不转增,None
834646,泓源科技,2024-04-24 00:00:00,-1.09,37712471.44,-9723560.75,-102.73,-38.2625096452,-813.11,0.540644184358,-0.238327036872,22.3924482208,None,None,不分配不转增,None
834648,中纸在线,2024-04-26 00:00:00,-0.52,773285529.74,-31546517.13,-32.83,-27.5675346489,33.98,1.315481154712,0.158581026391,1.4762061504,None,None,不分配不转增,None
834650,之维安,2024-04-29 00:00:00,-0.49,23613319.52,-10893228.35,-38.02,-56.2220385601,-1633.36,1.050126143439,-0.309975411312,31.0909785631,None,None,不分配不转增,None
834653,汉宇钟表,2024-04-26 00:00:00,-0.0888,62129443.9,-4278958.79,-5.51,-18.4913939136,24.55,1.568780110004,0.014913303861,29.7265948489,None,None,不分配不转增,None
834658,华天发展,2024-04-24 00:00:00,0.31,83947569.69,7070855.26,8.56,5.5433844445,-0.5,3.676840357778,-0.207321258667,32.1193239894,None,None,不分配不转增,None
834667,安特源,2024-04-16 00:00:00,1,170178314.19,13081911.39,31.44,8.888032617,-18.49,3.673665916187,1.005665210273,27.2346732841,None,None,不分配不转增,None
834670,宏达小贷,2024-03-27 00:00:00,0.12,142333149.49,59539462.32,7.88,-2.3850615287,-8.11,1.3705340273,0.08545105948,None,51.2962,-30.9415,不分配不转增,None
834672,瑞邦药业,2024-04-29 00:00:00,0.18,132592539.19,16100834.69,8.3,-12.4144701586,-1.21,2.169010356889,0.027937582333,49.2066659546,None,None,10派1.50元(含税),None
834677,古纤道,2024-04-12 00:00:00,0.28,426267205.45,23459780,9.72,46.493005395,1239.89,2.796975590789,0.296142962799,14.3364111545,None,None,"10派6.00元(含税,扣税后5.40元)",None
834678,东方网,2024-04-26 00:00:00,-0.11,769745311.97,-105312779.68,-12.59,7.7830665945,85.16,0.786881111575,0.035724935196,34.1255002447,None,None,不分配不转增,None
834679,恒润汽车,2024-04-29 00:00:00,-0.17,49282989.97,-26890863.23,-15.51,-54.8745847046,13.48,0.992067800149,-0.036124899672,-36.3525836012,None,None,不分配不转增,None
834682,球冠电缆,2024-03-29 00:00:00,0.59,2982515765.61,122579594.13,11.95,12.2839510505,13.39,5.125285585481,-0.234233069519,12.7596583575,52.0817,152.0931,"10转3股派4.00元(含税,扣税后3.60元)",电网设备
834683,爹地宝贝,2024-04-30 00:00:00,-0.63,239895337.33,-96707996.99,-63.98,-17.1002809042,-98.28,0.673085860019,0.036134814885,15.2803755371,None,None,不分配不转增,None
834684,聚合科技,2024-04-29 00:00:00,0.4,350757522.14,18591869.33,9.53,-29.8603541899,-32.32,4.362882001401,-0.233857892619,17.7315143951,88.977,545.8383,10派6.80元(含税),None
834685,先锋机械,2024-04-29 00:00:00,0.07,126074485.02,2995033.85,2.27,-20.3416272743,-84.41,2.919401448889,-0.025797361778,24.6412389431,None,None,不分配不转增,None
834686,ST华科技,2024-04-29 00:00:00,-0.08,54131433.62,-4520277.03,None,311.8011076332,67.91,-0.109053705833,-0.110505863,40.3121542156,None,None,不分配不转增,None
834687,海唐新媒,2024-04-29 00:00:00,0.3,284184139.35,12790690.56,11.02,55.8338310174,-51.32,2.81727187497,-0.379513036061,27.4628056508,None,None,10派1.85元(含税),None
834692,恒泰股份,2024-04-29 00:00:00,0.15,52291796,3920029.91,6.2,21.8517400308,220.83,2.526793722481,0.27972966124,27.5509557178,None,None,10派2.00元(含税),None
834693,金陵电机,2024-04-22 00:00:00,0.0317,203293742.05,4370769,2.14,-32.3643317303,-26.95,1.464500070507,0.122972053333,18.6058106947,None,None,不分配不转增,None
834696,海通基业,2024-04-15 00:00:00,-0.11,10157041.51,-535928.44,-11.08,6.6722035374,-140.5260000194,0.972329488,-0.240817166,7.7051162903,None,None,不分配不转增,None
834699,南通联科,2024-04-29 00:00:00,0.83,116903928.03,11393020.59,21.81,43.5792454357,122.25,4.122502019565,1.004795136232,20.2452883311,None,None,10派4.35元(含税),None
834700,征途科技,2024-04-29 00:00:00,0.91,131579612.16,27231457.7,53.93,56.2250732873,49.31,2.136838402,0.775496439667,42.9858536984,None,None,10送7股派0.70元(含税),None
834701,鑫考股份,2024-04-18 00:00:00,0.52,103601772.8,10591152.04,20.85,23.89484326,510.2354613938,2.757216532121,0.414764479723,50.699295746,-23.0558,-71.2266,不分配不转增,None
834702,伊贝股份,2024-04-25 00:00:00,0.06,115050586.92,2854527.46,4.86,-52.0795648842,-64.5,1.202656656087,0.922256909306,15.0269735538,None,None,不分配不转增,None
834703,诺得科技,2024-04-24 00:00:00,0.02,1324546652.92,4235921.31,0.99,17.3174149543,27.41,2.146298181608,-0.433447715741,6.9857502917,None,None,不分配不转增,None
834707,爱迪科技,2024-04-25 00:00:00,0.08,112846536.27,4638216.25,5.75,-25.0088247353,-23.36,1.389815306838,0.37414823094,29.6695624489,None,None,不分配不转增,None
834712,掌上明珠,2024-04-19 00:00:00,-0.15,11624708.59,-12927124.95,-31.32,-13.3687239028,-231.42,0.405281108149,0.040415674272,98.8941655698,None,None,不分配不转增,None
834713,毅能达,2024-04-19 00:00:00,-0.009,116189969.45,-1318679.96,-0.47,5.0421733037,-91.92,1.90542442551,0.207688615714,35.1355304793,None,None,不分配不转增,None
834720,闽瑞股份,2024-03-07 00:00:00,0.39,760780531.1,73157138.01,10.22,25.6697189786,25.43,3.985456592603,0.409567799318,21.9772797588,38.6609,117.452,"10派0.50元(含税,扣税后0.45元)",None
834728,中盈安信,2024-03-28 00:00:00,-0.14,20433501.61,-8078594.78,-35.45,-28.0635064222,-22.5,0.322112260653,-0.070487446907,16.8797846587,None,None,不分配不转增,None
834729,朗朗教育,2024-04-26 00:00:00,-0.3,66867221.95,-15392446.29,-15.15,-21.5279370524,-898.08,1.858343404512,0.388124358995,48.4242538657,None,None,"10派1.00元(含税,扣税后0.90元)",None
834730,联君科技,2024-04-02 00:00:00,0.56,58987147.55,14008405.31,11.57,20.9128140953,47.66,5.12493153,0.7767044096,56.8135307807,None,None,"10派6.00元(含税,扣税后5.40元)",None
834732,雄汇医疗,2024-04-19 00:00:00,0.02,159783284.28,1332133.3,0.57,-5.1819705825,-76.52,4.079612332982,0.080415608246,25.0886495985,None,None,不分配不转增,None
834734,创谐信息,2024-04-18 00:00:00,0.11,23888901.31,2717660.05,6.16,5.8151092307,151.38,1.816258903677,0.522131665867,72.0652857434,None,None,不分配不转增,None
834738,民祥医药,2024-04-26 00:00:00,0.16,371910542.34,20772428.08,3.45,1.7357095283,11.49,4.678716698327,0.183455484959,25.507597465,None,None,不分配不转增,None
834740,凯鑫光电,2024-04-18 00:00:00,0.48,108254166.03,11749846.46,12.55,1.0576193512,6.27,4.105700432522,1.023705000413,22.7100756688,None,None,不分配不转增,None
834741,三棱股份,2024-04-26 00:00:00,-0.93,230730454.97,-55774145.94,-70.27,-40.9635292483,-2819.91,0.836662852333,-0.284476757167,3.7192898446,None,None,不分配不转增,None
834743,迈新科技,2024-04-19 00:00:00,0.35,263845387.69,17933067.81,13.42,-12.9103412793,-45.84,2.682473627172,-0.088038760851,25.4299962631,None,None,不分配不转增,None
834751,曲辰种业,2024-02-29 00:00:00,0.04,17227348.22,1130916.64,3.7,-6.4047931908,-59.15,1.13954903471,-0.034809741241,40.7797053864,None,None,"10派0.40元(含税,扣税后0.36元)",None
834752,蓬莱海洋,2024-03-22 00:00:00,0.63,103139133.4,29763030.01,32.05,42.3044599017,173.95,2.304890416632,0.718254562105,50.0970565068,None,None,"10派3.00元(含税,扣税后2.70元)",None
834755,嘉一高科,2024-04-29 00:00:00,0.16,83249296.45,6070820.19,21.1,96.4361534773,177.64,0.829831473259,0.024295879729,33.2803171816,None,None,不分配不转增,None
834756,凡星医疗,2024-04-30 00:00:00,0.35,47328133.49,10609057.26,16.23,32.8480140554,-1.37,2.355311519333,-0.191726423333,67.6464140441,None,None,不分配不转增,None
834757,ST声望,2024-04-02 00:00:00,-0.42,19323400.97,-8778699.49,None,-31.2840545712,-102.05,-0.126192382381,0.198402377143,25.4321350969,None,None,不分配不转增,None
834759,麦高控股,2024-04-29 00:00:00,-0.11,49504.96,-26447707.05,-9,-62.0984716266,-234.7215994145,1.196529547443,-0.004404353324,None,None,None,不分配不转增,None
834762,清鹤科技,2024-04-29 00:00:00,-0.82,95799127.6,-53454075.75,-109.74,-45.3345612103,-4682.55,0.41896637339,-1.383252070547,32.637364038,None,None,不分配不转增,None
834763,万力粘合,2024-04-17 00:00:00,0.24,318283970.03,5117412.86,3.9,12.0792344981,468.19,6.396876823529,-0.270235706361,19.1988313217,None,None,不分配不转增,None
834764,巨龙硅钢,2024-04-24 00:00:00,0.23,1240453385.55,23416566.54,6.2,-0.8829503159,-72.58,3.692789219,0.7595436291,7.5023918846,None,None,10派3.00元(含税),None
834765,美之高,2024-04-26 00:00:00,0.3,425421753.95,20651437.84,6.05,-15.6101567922,-20.51,4.776358671803,0.452497294616,25.5992731728,7.0133,26.2267,10派3.00元(含税),装修装饰
834766,中实能源,2024-04-17 00:00:00,0.62,2712608238.88,3110374.22,41.38,81.7211361278,255.28,1.814343212,0.369761904,1.0601101338,None,None,不分配不转增,None
834770,艾能聚,2024-04-25 00:00:00,0.43,344784277.5,53639846.95,10.09,-20.3426043835,-13.23,4.260832246214,0.266992984018,26.2774883173,-37.5337,-106.0533,10派0.50元(含税),光伏设备
834773,中科润金,2024-04-23 00:00:00,0.14,60565805.55,3573653.17,4.95,-18.7652057158,-61.54,2.742309597187,0.635624567689,39.0233311939,None,None,不分配不转增,None
834774,柏科咨询,2024-04-18 00:00:00,-0.222,21224402.5,-3326847.32,-15.42,-4.3600432214,-3394.54,1.327815395333,-0.345848139333,59.3396629187,None,None,不分配不转增,None
834777,中投保,2024-03-25 00:00:00,0.0931,1654530520.63,570801103.74,5.63,-4.4896604106,5.21,1.686589444973,0.190488591091,None,19.5999,-11.8839,10派1.12元(含税),None
834780,图安世纪,2024-03-19 00:00:00,0.38,126358160.6,11496579.2,19.08,40.4442214045,43.53,1.884536503626,-0.539795793777,34.5164775531,None,None,不分配不转增,None
834781,新生活,2024-04-24 00:00:00,0.36,338559692.76,16749440.19,18.3,5.108611273,5.38,2.073210941054,0.488143408579,10.1474948775,None,None,10送5股,None
834782,海伊教育,2024-04-18 00:00:00,0.02,1805807.84,102027.3,15.09,37.5619668911,118.24,0.145414888,0.12189988,49.8270735163,None,None,不分配不转增,None
834791,飞企互联,2024-04-29 00:00:00,0.87,358502595.01,29172928.15,24.95,12.3460841533,-11.37,3.930094992395,0.391811268086,38.3959329293,None,None,不分配不转增,None
834792,贝博电子,2024-04-18 00:00:00,0.2,37209973.24,2987177.74,8.33,60.7375118556,76.66,2.449328866715,0.610774981336,34.4315307011,None,None,不分配不转增,None
834793,华强方特,2024-04-12 00:00:00,0.82,6668551513.81,800778202.12,7.67,46.9320413204,1375.35,11.158349689132,3.052840128782,50.9307502842,None,None,10派2.00元(含税),None
834794,咸亨股份,2024-04-08 00:00:00,0.3,131569641.34,24031729.67,15.81,-10.7171580296,-22.83,1.941208941414,0.392858560859,40.373958832,None,None,10派2.80元(含税),None
834795,鑫玉龙,2024-04-12 00:00:00,0.29,305013461.78,18449408.44,7.22,9.0782250392,36.22,4.196468684761,0.609769782774,29.4051615809,None,None,不分配不转增,None
834797,荣达禽业,2024-04-29 00:00:00,0.07,447331449.57,5152138.52,2.45,-1.7665070228,-80.88,2.962979761365,0.493960730636,15.4039056423,None,None,不分配不转增,None
834800,海州行,2024-04-26 00:00:00,0.002,636662.27,14543.18,5.44,-1.0880032275,-89.93,0.0439171696,0.0496234112,None,None,None,不分配不转增,None
834802,ST格子,2024-04-30 00:00:00,-0.43,107852787.96,-50138383.93,-71.58,-66.1268035993,58.48,0.384163644008,-0.005963269936,5.4591483089,None,None,不分配不转增,None
834803,鑫昌龙,2024-04-29 00:00:00,-0.2,310267085.44,-18338425.71,-22.84,-1.2319895775,-30.84,0.75907178976,-0.377142915924,6.7189249644,None,None,不分配不转增,None
834808,金昌股份,2024-04-24 00:00:00,0.18,292422536.02,13927113.29,1.78,-1.4855360897,-38.63,2.58595458874,0.529613114779,16.8268242727,None,None,不分配不转增,None
834811,维尔达,2024-04-25 00:00:00,0.0225,20236753.07,451112.77,2.26,74.7044156353,117.66,1.008888294593,-0.186331525339,42.4290058306,None,None,不分配不转增,None
834812,圣士达,2024-04-22 00:00:00,0.2562,77431251.16,15975340.17,17.27,-4.1343538221,-28.62,1.623843056274,0.097277479255,37.5073329372,None,None,10送2股,None
834815,巨东股份,2024-04-29 00:00:00,0.19,6437357818.8,39276165.31,4.02,-1.290501259,145.74,4.716075831238,0.292275594476,3.3629654648,None,None,不分配不转增,None
834819,玛诺生物,2024-04-23 00:00:00,-0.13,19339951.93,-3885318.02,-9.31,-25.6896775555,-3687.38,1.326374077667,0.077674013667,46.3228391282,None,None,不分配不转增,None
834823,帝隆科技,2024-04-22 00:00:00,-0.52,34686042.04,-6153803.06,-127.56,4.006474092,497.81,0.147351020834,-0.442530961671,3.698942037,None,None,不分配不转增,None
834826,常青树,2024-04-25 00:00:00,-0.002,186283388.45,-86843.88,-0.1,5.859092571,-101.74,2.2121582555,0.1823006,16.2823428392,None,None,10派0.375元(含税),None
834832,络捷斯特,2024-04-24 00:00:00,-0.09,95720224.95,-5114665,-3.73,24.4916960364,-40.4885439251,2.382866803393,0.072950772465,45.0870176,None,None,不分配不转增,None
834833,成都文旅,2024-04-26 00:00:00,0.11,119055644.01,8264782.3,1.42,-20.5596784402,-71.44,7.8024171616,0.5952807208,39.8119847691,None,None,不分配不转增,None
834843,明昊科技,2024-04-18 00:00:00,0.63,188190594.27,16669827.15,20.77,2.3136049919,8.55,3.293616480755,1.233572774717,15.6489046194,None,None,10派1.00元(含税),None
834845,华腾教育,2024-04-23 00:00:00,-0.01,33888256.41,-776133.93,-0.88,-21.9362440645,77.23,1.0287319217,0.013481187515,44.0600359291,None,None,不分配不转增,None
834849,博宇科技,2024-04-15 00:00:00,-0.027,11639361.71,-1728637.95,-4.85,-10.0989718464,31.06,0.543220945156,-0.117279875938,42.4151850677,None,None,不分配不转增,None
834851,威能电源,2024-04-12 00:00:00,0.06,68294190.4,8265573.4,14.66,-5.1072562221,-29.98,0.42608322418,-0.117586185378,41.5378917355,None,None,不分配不转增,None
834853,延边创业,2024-04-29 00:00:00,0.11,11147234.09,2173184.51,6.13,-42.3072545104,0.56,1.78248153561,0.09586231122,65.7549180435,None,None,不分配不转增,None
834857,清水爱派,2024-04-26 00:00:00,-0.26,70841146.38,-12948499.72,-13.48,-22.5136393638,47.54,1.773190841121,0.126484657453,14.9111341498,None,None,不分配不转增,None
834866,利欣制药,2024-04-22 00:00:00,0.12,432222630.06,15151071.89,5.98,-8.0885005741,-65.13,2.098770600517,0.288284881858,80.2762928637,None,None,不分配不转增,None
834871,上川智能,2024-04-30 00:00:00,-0.1265,13698537.54,-1265166.82,-84.58,-19.3644479371,-3044.26,0.086324182,0.156471371,39.2017986177,None,None,不分配不转增,None
834872,五米常香,2024-04-18 00:00:00,0.02,341001718.92,1368155.25,1.88,36.6946904809,196.93,1.199631822775,0.472544153076,8.2240508578,None,None,不分配不转增,None
