股票代码,股票简称,最新公告日期,每股收益(元),营业总收入(元),净利润(元),净资产收益率(%),同比增长(%),同比增长(%),每股净资产(元),每股经营现金流量(元),销售毛利率(%),季度环比增长(%),季度环比增长(%),利润分配,所处行业
001316,润贝航科,2024-04-12 00:00:00,1.1466,825676599.82,92363904.3,8.49,46.9017432561,16.65,13.950814695973,0.056093735906,24.3735520607,-1.8392,-49.1882,10派6.45元(含税),贸易行业
001317,三羊马,2024-04-27 00:00:00,0.25,980265801.51,20115683.11,2.5,21.8161063179,29,10.100721598451,0.115714242254,7.1511714866,19.8682,-50.738,10派1.20元(含税),物流行业
001318,阳光乳业,2024-04-20 00:00:00,0.4098,569933839.82,115823647.33,8.9,0.0585407129,4.45,4.726925304252,0.596428611724,36.358827987,1.6275,-35.0707,10派1.60元(含税),食品饮料
001319,铭科精技,2024-04-26 00:00:00,0.7175,883418001.56,101448363.48,8.45,3.987218203,34.02,8.727490466832,0.744232407496,27.4144471442,10.4813,-1.6557,10派3.80元(含税),汽车零部件
001322,箭牌家居,2024-04-20 00:00:00,0.44,7648176491.41,424642662.96,8.56,1.7929594696,-28.43,5.155829289966,1.201977909974,28.3366132848,28.2603,18.1089,10派1.32元(含税),装修建材
001323,慕思股份,2024-04-27 00:00:00,2.01,5578550837.09,802267281.85,17.75,-4.0278230666,13.25,11.597959773706,4.836620984975,50.2925735395,26.0987,74.5898,10派10.00元(含税),家用轻工
001324,长青科技,2024-04-29 00:00:00,0.58,530221922.82,71990338.39,8.59,2.4357830612,7.99,7.876456981667,0.034576466232,29.1052318997,-12.7225,-50.4312,10派1.00元(含税),交运设备
001326,联域股份,2024-04-17 00:00:00,2.72,1381650163.55,153255091.54,29.09,26.7007398841,14.14,16.681204777459,3.060886392486,25.1806981158,-15.7011,-66.7439,"10派8.00元(含税,扣税后7.20元)",光学光电子
001328,登康口腔,2024-04-27 00:00:00,0.88,1375779690.67,141296591.71,11.97,4.7550437192,4.97,8.161909134955,0.875747868259,44.1074168121,5.837,-19.3508,10派6.50元(含税),化学制品
001330,博纳影业,2024-04-30 00:00:00,-0.4,1608054734.72,-552633602.19,-8.5,-20.0585284551,-631.8626378642,4.518858801087,-0.057175580152,15.9785634738,-39.2087,-1207.9823,不分配不转增,文化传媒
001331,胜通能源,2024-04-29 00:00:00,-0.2354,4803925857.43,-39546355.05,-2.52,-6.848258816,-122.98,8.957449175536,0.388341814107,-0.8876888511,32.8941,479.8594,10转2股派1.00元(含税),物流行业
001332,锡装股份,2024-04-18 00:00:00,1.53,1248418421.07,165004771.37,7.64,6.7425228709,-28.41,20.46948548713,3.156119895185,23.1533676435,96.4708,36.0978,10派5.00元(含税),专用设备
001333,光华股份,2024-04-25 00:00:00,0.82,1480071106.13,105244005.97,6.77,8.9614486507,-20.45,12.347803448047,-1.137795092813,13.5712350932,-16.277,-62.7274,10派3.60元(含税),化学制品
001336,楚环科技,2024-04-27 00:00:00,0.47,457700934.95,37934817.25,5,-19.7562284957,-41.47,9.632478780071,0.136328880415,34.4420030532,105.077,200.0271,10派1.00元(含税),专用设备
001337,四川黄金,2024-03-30 00:00:00,0.51,628990316.62,210921901.75,17.26,33.1307748566,6.16,3.231928751929,0.728683489738,51.1923652721,-20.7887,-16.6165,"10派2.50元(含税,扣税后2.25元)",贵金属
001338,永顺泰,2024-04-19 00:00:00,0.35,4840215868.09,173565679.83,5.26,15.4649931534,11.2414485651,6.723447656498,6.148320417676,8.4362231394,-15.1446,-22.3202,10派1.05元(含税),酿酒行业
001339,智微智能,2024-04-26 00:00:00,0.13,3665445473.82,32811435.59,1.74,20.8646141438,-72.44,7.730279629992,-0.105468310222,11.8620770737,-22.5908,114.5321,"10派0.40元(含税,扣税后0.36元)",计算机设备
001358,兴欣新材,2024-03-26 00:00:00,2.15,630244378.84,141576780.8,22.28,-18.6226955545,-32.23,17.219710804659,1.276473047614,34.5610547278,-7.6109,-62.6185,"10转4股派12.00元(含税,扣税后10.80元)",化学原料
001359,平安电工,2024-04-25 00:00:00,1.1917,926857732.07,165787801.52,19.07,10.0656061635,25.37,6.77511715903,0.910212042833,33.7860198944,None,None,10派2.70元(含税),非金属材料
001360,南矿集团,2024-04-19 00:00:00,0.52,918727435.02,96651427.85,8.82,6.3758039445,-19.95,6.835283982598,-0.386022945098,33.1251472068,8.4805,-29.8037,"10派2.25元(含税,扣税后2.025元)",专用设备
001366,播恩集团,2024-04-29 00:00:00,0.32,1435549854.38,48706441.82,6.13,-16.0196991615,-36.9,5.353888767115,0.285937772903,14.2158502819,-7.134,58.5289,10派1.20元(含税),农牧饲渔
001367,海森药业,2024-04-23 00:00:00,1.68,397453269.86,104667468.56,10.77,-5.9899662621,-2.72,18.372568453676,1.185521171471,41.0786525564,27.2572,25.3531,10转4.80股派5.00元(含税),化学制药
001368,通达创智,2024-03-28 00:00:00,0.96,799111041.94,101111709.99,13.62,-14.1927256929,-23.18,12.569542907054,1.151287617143,27.2930453045,14.8999,-22.1225,"10派8.00元(含税,扣税后7.20元)",塑料制品
001373,翔腾新材,2024-04-25 00:00:00,0.57,713961869.55,35232972.78,5.04,-11.1832396652,-43.15,13.121892861415,-0.238099452111,15.0251666196,-12.7764,-61.4474,10派2.00元(含税),光学光电子
001376,百通能源,2024-03-15 00:00:00,0.31,1082184150.94,131329289.29,15.92,-0.0139946748,19.5,2.154964446257,0.644400566392,26.0772117587,34.1514,-7.1628,"10派1.00元(含税,扣税后0.90元)",公用事业
001378,德冠新材,2024-04-25 00:00:00,1.15,1218963202.44,121356906.07,11.78,-5.412007363,-25.96,14.128556409637,1.177203557768,18.8035516012,2.2632,-42.2931,"10派4.50元(含税,扣税后4.05元)",塑料制品
001379,腾达科技,2024-04-19 00:00:00,0.57,1734735322.01,85606814.65,14.05,-20.6813692176,-36.55,4.348071627133,0.8367900108,10.7538935008,-15.3645,-62.7938,"10派1.28元(含税,扣税后1.152元)",通用设备
001380,华纬科技,2024-04-09 00:00:00,1.42,1243045050.58,164071812.53,14.73,39.6323170117,45.59,11.729450399597,0.337518469351,27.380590529,15.4194,19.2933,"10转4.20股派3.00元(含税,扣税后2.70元)",通用设备
001387,雪祺电气,2024-04-25 00:00:00,1.38,2358966311.28,141243814.99,22.06,22.3860310329,40.66,6.935630377986,2.341404990251,13.4510951828,6.0843,2.9884,10转3股派3.50元(含税),家电行业
001389,广合科技,2024-04-29 00:00:00,1.09,2678270258.07,414685735.07,25.6,11.021591185,48.29,4.816615685763,1.388192515868,33.299186531,None,None,10派2.50元(含税),电子元件
001696,宗申动力,2024-03-30 00:00:00,0.3161,8151221366.57,361985770.75,7.6,0.0025928745,-7.26,4.213898439899,0.526923905422,14.552976283,25.4513,-109.9624,10派2.50元(含税),交运设备
001872,招商港口,2024-04-02 00:00:00,1.43,15750475780.22,3571800762.16,6.35,-2.9574792451,6.98,23.54775304072,2.632817153425,40.8386969526,0.8869,-66.1196,10派5.80元(含税),航运港口
001896,豫能控股,2024-04-25 00:00:00,-0.3628,11984488226.01,-553539210.79,-15.89,-8.4979091396,74.14,2.104954055775,0.493745016699,2.6747301193,-5.2545,302.0545,不分配不转增,电力行业
001914,招商积余,2024-03-16 00:00:00,0.6939,15626679038.6,735729811.25,7.77,19.9857844,23.96,9.203937568382,1.713041009913,11.5569827529,23.0172,-19.7952,10派1.70元(含税),房地产服务
001965,招商公路,2024-04-03 00:00:00,1.0553,9731355008.25,6766648808.34,11.41,17.2863618417,39.19,9.43311807318,0.709548811428,36.9587762306,37.6569,54.9156,10派5.31元(含税),铁路公路
001979,招商蛇口,2024-03-19 00:00:00,0.65,175007558097.22,6319420453.25,6.04,-4.3688441679,48.2,10.885778942782,3.468883481024,15.8868132336,306.6952,57.7917,10派3.20元(含税),房地产开发
002001,新和成,2024-04-23 00:00:00,0.87,15116537003.3,2704238767.54,11.24,-5.1302133818,-25.3,8.025042314141,1.656267973669,32.9774380651,14.2107,-2.4192,10派4.50元(含税),化学制药
002003,伟星股份,2024-04-18 00:00:00,0.53,3906516069.15,558105046.28,16.9,7.6747793396,14.21,3.719533462526,0.588094740739,40.9207867866,-6.8497,-88.8112,"10派4.50元(含税,扣税后4.05元)",纺织服装
002004,华邦健康,2024-04-27 00:00:00,0.1526,11594590416.29,302122026.53,2.99,-12.3770397913,-30.3,5.103832846565,0.802798751325,39.1136368298,-8.1369,-272.1876,10派2.20元(含税),农药兽药
002005,ST德豪,2024-04-27 00:00:00,-0.1305,787162592.38,-228602696.14,-30.77,-33.5977386963,37.99,0.217554885871,-0.046392503746,8.749262932,-6.0598,65.0675,不分配不转增,家电行业
002006,精工科技,2024-04-25 00:00:00,0.4,1540068490.56,183298842.9,13.43,-34.6630901618,-37.51,2.886336572744,-0.052141686176,32.4519634233,39.7811,-10.7011,10派1.50元(含税),专用设备
002007,华兰生物,2024-03-30 00:00:00,0.8121,5341872557.46,1481578849.25,13.7,18.2620524665,37.66,6.211477036927,0.735921269686,69.5897230784,-38.6139,-23.369,10派3.00元(含税),生物制品
002008,大族激光,2024-04-18 00:00:00,0.78,14091101814.42,820218770.84,5.61,-5.8156036676,-32.47,13.728419977994,1.295045696815,34.9403919567,42.5124,-10.5775,"10派2.00元(含税,扣税后1.80元)",通用设备
002009,天奇股份,2024-04-26 00:00:00,-1.09,3616202637.44,-414983981.85,-20.15,-16.8921441879,-309.91,5.174750906111,1.01619944693,7.0568843443,-14.5366,-3378.2688,不分配不转增,专用设备
002010,传化智联,2024-04-23 00:00:00,0.21,33637318714.43,590940784.19,3.38,-9.0827196985,-20.7,6.293084847438,0.613602018777,10.5566731551,-11.5361,-27.7127,10派1.00元(含税),物流行业
002011,盾安环境,2024-04-19 00:00:00,0.7,11382447888.57,738038646.84,18.3,11.4954640692,-11.5,4.180576909099,0.768294430125,19.19204263,2.2474,-6.2778,不分配不转增,家电行业
002012,凯恩股份,2024-03-28 00:00:00,0.1,825999710.42,47466479.46,3.14,-40.6524616722,-11.14,3.283970883066,-0.042869674913,16.9347679067,-10.9245,-526.7247,"10派0.31元(含税,扣税后0.279元)",造纸印刷
002014,永新股份,2024-03-01 00:00:00,0.67,3378793651.97,408045340.42,17.72,2.2595444051,12.46,4.012316054561,0.841386579344,24.6623235853,2.9972,-0.9053,"10派5.50元(含税,扣税后4.95元)",包装材料
002015,协鑫能科,2024-04-26 00:00:00,0.5631,10143693561.6,908993690.08,8.54,-7.3749556716,32.87,7.302117459774,1.403855795653,21.7476884193,-47.7282,-113.6792,10派1.30元(含税),电力行业
002016,世荣兆业,2024-04-30 00:00:00,0.2505,1548126388,202647271.94,4.32,86.2293823126,43.12,5.916357214879,-0.363892880045,40.3967435564,-50.8557,-130.9765,10派0.26元(含税),房地产开发
002017,东信和平,2024-04-20 00:00:00,0.2961,1382174502.45,171843425.06,10.88,7.5006754193,87.31,2.847386791807,0.41179567347,33.7124623073,-2.2397,82.0119,10派1.50元(含税),通信设备
002019,亿帆医药,2024-04-20 00:00:00,-0.45,4068107333.94,-551073063.61,-6.35,6.0330519921,-388.19,6.749972300545,0.284321152568,47.8398042523,15.371,-1927.7174,不分配不转增,化学制药
002020,京新药业,2024-03-30 00:00:00,0.72,3998835219.87,618898033.74,11.66,5.7935936504,-6.55,6.402076573425,0.920803175059,50.5733964376,8.5252,-6.6528,"10派3.00元(含税,扣税后2.70元)",化学制药
002021,*ST中捷,2024-04-27 00:00:00,0.49,718186577.41,594637601.74,None,-17.7450292127,245.23,0.512699018997,0.092693422661,17.0675396959,-9.4178,8031.2473,None,专用设备
002022,科华生物,2024-03-23 00:00:00,-0.455,2428075213.95,-234014886.4,-5.24,-65.1632271159,-124.09,7.835141172349,-0.923377177652,42.3470919946,3.172,-421.0547,不分配不转增,医疗器械
002023,海特高新,2024-04-25 00:00:00,0.0632,1053438643.98,46836253.04,1.11,15.8066629652,263.21,5.7415578995,0.456372961426,36.4703007257,40.9649,186.3532,10派0.50元(含税),航天航空
002024,ST易购,2024-03-30 00:00:00,-0.45,62627455000,-4089537000,-29.75,-12.2547135516,74.79,1.221843944817,0.312598334701,18.9338653471,-4.4149,-118.694,不分配不转增,商业百货
002025,航天电器,2024-03-30 00:00:00,1.65,6209820336.41,750480376.13,12.57,3.1583850341,35.11,13.753339525565,3.594200702945,37.9874484522,-36.3756,-7.4439,10派3.80元(含税),电子元件
002026,山东威达,2024-04-23 00:00:00,0.37,2367251282.65,166392766.33,4.98,-4.0501883371,-19.38,7.677751207424,0.682598908503,18.9788432117,11.5186,93.9232,10派1.20元(含税),通用设备
002027,分众传媒,2024-04-30 00:00:00,0.3342,11903724918.98,4827101718.5,28.42,26.300016139,73.02,1.225121829017,0.53163623958,65.4793622282,2.217,-10.6242,10派3.30元(含税),文化传媒
002028,思源电气,2024-04-20 00:00:00,2.02,12460028391.72,1559170409.63,15.9,18.2491503361,27.75,13.417960131982,2.935905870715,29.4998309579,18.3507,-8.2358,10派4.00元(含税),电网设备
002029,七匹狼,2024-04-03 00:00:00,0.38,3444735095.51,270111122.67,4.28,6.700804568,79.3,8.507128974354,0.50955488982,49.922034229,26.8613,54.0177,10派1.20元(含税),纺织服装
002030,达安基因,2024-03-30 00:00:00,0.0746,1180897087.04,104659624.06,1.08,-90.1968798867,-98.07,6.327450138881,0.555854009996,50.4673946494,10.5982,-394.2784,10派0.15元(含税),医疗器械
002031,巨轮智能,2024-04-30 00:00:00,-0.0139,803248958.59,-30595210.29,-1.25,-18.8480163367,-180.93,1.104829026875,-0.053148515906,14.7645353725,78.9776,18.2229,不分配不转增,专用设备
002032,苏泊尔,2024-03-30 00:00:00,2.719,21303948642.66,2179798147.27,34.62,5.6191942678,5.42,7.865705871692,2.522483573893,26.3041367933,10.2581,69.7732,"10派27.30元(含税,扣税后24.57元)",家电行业
002033,丽江股份,2024-03-12 00:00:00,0.4139,798904745.29,227410467.81,9.24,152.374662936,5971.91,4.559654813437,0.73778554879,58.680665086,-37.0206,-82.8083,"10派3.50元(含税,扣税后3.15元)",旅游酒店
002034,旺能环境,2024-04-27 00:00:00,1.4,3177606403.32,603128922.59,9.63,-5.143552663,-17.13,14.537947462511,2.935591145593,37.3399418968,-9.6339,-47.6751,10派3.00元(含税),环保行业
002035,华帝股份,2024-04-26 00:00:00,0.5275,6232580420.38,447154320.51,12.9,7.1164233383,212.5,4.299034492176,1.35551987884,42.1793204013,16.1392,-11.2362,10派3.00元(含税),家电行业
002036,联创电子,2024-04-30 00:00:00,-0.93,9847738457.14,-992386862.62,-29.83,-9.9460086028,-1158.39,2.584618327386,0.19677150186,8.2907407909,-4.5542,-1257.5076,不分配不转增,光学光电子
002037,保利联合,2024-04-29 00:00:00,-1.369,6777358908.86,-662323421.43,-29.43,6.4964458056,15.71,4.037266248406,-0.451634173602,18.5902193305,7.3888,-44916.4578,不分配不转增,化学制品
002038,双鹭药业,2024-04-24 00:00:00,0.41,1018358696.85,416691942.89,7.41,-3.0287351576,77.77,5.646192729021,0.447945974108,81.5598219428,25.1685,24438.3651,10派1.50元(含税),生物制品
002039,黔源电力,2024-03-30 00:00:00,0.62,1990382923.61,264777678.08,7.11,-23.8310712659,-36.09,8.926608884917,4.224142761515,51.5981371116,-52.6475,-104.623,10派1.90元(含税),电力行业
002040,南京港,2024-04-27 00:00:00,0.344,938336824.86,166489841.85,5.34,7.0271140828,18.28,6.44963791049,0.720200628623,45.6698137744,8.9325,26.9275,10派1.02元(含税),航运港口
002041,登海种业,2024-04-23 00:00:00,0.2907,1551975042.78,255783003.82,7.43,17.0600470266,1.01,4.056311304841,0.203280168216,28.7713377697,426.7545,671.8058,"10派0.36元(含税,扣税后0.324元)",农牧饲渔
002042,华孚时尚,2024-04-27 00:00:00,0.04,13663469325.68,66782080.49,1.07,-5.5061598328,119.06,3.620058232425,0.504370333025,4.2423576855,-20.8878,-613.609,不分配不转增,纺织服装
002043,兔宝宝,2024-04-25 00:00:00,0.84,9062858503.88,689424317.38,23.79,1.6313203627,54.66,3.821914072698,2.276527457858,18.4183521161,34.9877,37.9689,10派5.50元(含税),装修建材
002044,美年健康,2024-04-25 00:00:00,0.13,10893535007.49,505621135.98,6.64,26.4382146786,190.45,1.966604227073,0.516971981465,42.7888727813,30.7364,29.9716,10派0.19元(含税),医疗服务
002045,国光电器,2024-04-16 00:00:00,0.78,5933170293.05,360706130.18,14.28,-1.0102035175,102.28,6.946023480552,1.44537834902,15.0594273676,-11.9332,-80.4024,不分配不转增,消费电子
002046,国机精工,2024-04-13 00:00:00,0.492,2783725335.49,258804774.18,8.14,-18.9834615134,10.96,6.181560342103,0.68885323019,32.8644753157,30.9646,-60.2291,10派2.00元(含税),通用设备
002047,宝鹰股份,2024-04-27 00:00:00,-0.64,4110786061.94,-970531591.08,-167.9,10.2943528661,55.64,0.059855500096,-0.244004502789,7.0647089035,117.5139,-992.6256,不分配不转增,装修装饰
002048,宁波华翔,2024-04-26 00:00:00,1.26,23236260492.63,1028214027.89,8.87,17.8526551217,4.37,14.978280758048,3.70784169352,17.0153688627,10.2011,-42.2952,10派6.32元(含税),汽车零部件
002049,紫光国微,2024-04-18 00:00:00,2.9915,7565369089.74,2530703220.87,23.8,6.2565991223,-3.84,13.513002550624,2.085560439241,61.1921607218,0.7875,-21.775,10派6.80元(含税),半导体
002050,三花智控,2024-04-30 00:00:00,0.81,24557802066.59,2920992940.01,19.18,15.0380365173,13.51,4.79406566709,0.997682273921,27.8920799617,-13.4148,-0.4587,10派2.50元(含税),家电行业
002051,中工国际,2024-04-08 00:00:00,0.29,12365384132.57,360516551.19,3.26,27.2520376165,7.77,9.070493286457,0.188074387255,15.9021700714,11.002,-85.0589,10派1.25元(含税),工程建设
002052,*ST同洲,2024-04-20 00:00:00,-0.1,234601529.52,-74748344.61,-160.92,-7.9299408928,-57.14,0.01132434394,-0.026173745588,-4.366168013,-43.6945,-266.2375,不分配不转增,家电行业
002053,云南能投,2024-03-28 00:00:00,0.5238,2904104874.75,482256947.72,7.17,8.4719783316,76.06,7.471729243966,1.009096883946,41.528560222,40.299,352.4105,10派1.60元(含税),化学原料
002054,德美化工,2024-03-30 00:00:00,0.0629,3077285347.77,30331414.14,1.22,-6.0239253215,-64.9,5.198765631183,-0.039091167088,21.4519458596,-11.7396,-139.3361,"10派0.70元(含税,扣税后0.63元)",化学制品
002055,得润电子,2024-04-30 00:00:00,-0.336,5986992992.07,-203079337.6,-6.46,-22.7942542019,20.54,4.326352107615,-0.296045188667,17.7721864564,-43.0863,-18497.4387,不分配不转增,消费电子
002056,横店东磁,2024-03-09 00:00:00,1.13,19720955279.97,1816173218.66,22.06,1.3897596357,8.8,5.536078838215,2.393827899386,20.7290125866,-28.0879,-62.0435,"10派3.883745元(含税,扣税后3.49537元)",光伏设备
002057,中钢天源,2024-04-27 00:00:00,0.3643,2770604393.81,274624221.15,9.13,0.2980085202,-29.62,4.064293723588,0.173963173894,25.8803610458,5.4768,-62.7176,10派1.81元(含税),非金属材料
002058,威尔泰,2024-04-27 00:00:00,-0.119,156596258.01,-17058857.42,-8.79,6.0590604061,18.71,0.99826351449,-0.047570298134,29.4908354496,64.773,-150.6165,不分配不转增,电网设备
002059,云南旅游,2024-03-30 00:00:00,-0.4215,719259554.93,-426701124.25,-25.81,33.5584184698,-51.77,1.441559906692,-0.155220304589,3.2820767049,175.9992,-608.5809,不分配不转增,旅游酒店
002060,广东建工,2024-04-15 00:00:00,0.4292,80863109962.26,1533901725.83,13.3,-2.0727492522,-10.27,3.466772492009,0.630375543253,9.3421452135,68.4269,68.0525,10派1.55元(含税),工程建设
002061,浙江交科,2024-04-30 00:00:00,0.52,46045695704.67,1347545731.23,9.85,-1.1551906975,-13.28,5.461501400126,0.219838404911,8.039633586,42.8249,112.0648,10派1.25元(含税),工程建设
002062,宏润建设,2024-04-18 00:00:00,0.31,6425664306.1,339059918.74,8.02,-26.1322872913,-6.95,3.941409398676,0.918464304299,15.1879624152,29.3086,-16.2015,"10派1.00元(含税,扣税后0.90元)",工程建设
002063,远光软件,2024-03-30 00:00:00,0.1807,2388767020.12,344189886.07,10.48,12.424818521,6.68,1.798464084844,-0.044630754119,57.2148802474,73.057,216.3071,10派0.26元(含税),软件开发
002064,华峰化学,2024-04-20 00:00:00,0.5,26298460757.62,2478464429.72,10.32,1.6008092971,-12.85,5.022029219938,0.497448196273,15.3479273867,-6.2793,-3.5025,10派1.50元(含税),化纤行业
